ID,City,Country,Date,Latitude,Longitude,Max Temperature (F),Humidity,Cloudiness,Wind Speed
356,Río Blanco,MX,1633628857,18.8333,-97.15,75.96,56,82,7.94
357,Ndélé,CF,1633628858,8.4109,20.6473,76.32,85,94,2.39
358,Yatou,CN,1633628858,37.15,122.3833,60.48,78,100,4.65
359,Arrondissement de Saint-Brieuc,FR,1633628858,48.4167,-2.8333,62.11,94,90,5.75
360,San Juan del Sur,NI,1633628859,11.2529,-85.8705,84.42,79,75,0.0
361,San Jose,US,1633628756,37.3394,-121.895,66.11,57,75,0.0
362,Rawson,AR,1633628859,-43.3002,-65.1023,53.71,63,67,19.64
363,Gogrial,SS,1633628860,8.5332,28.1004,75.43,76,77,3.74
364,Mizhhirya,UA,1633628860,48.5246,23.5056,44.55,80,100,4.83
365,Eureka,US,1633628860,40.8021,-124.1637,59.2,75,100,1.01
366,Teruel,ES,1633628860,40.6667,-0.6667,65.68,47,2,6.62
367,Bull Savanna,JM,1633628861,17.8868,-77.5902,85.62,63,32,14.14
368,Chapadinha,BR,1633628861,-3.7417,-43.3603,103.41,22,61,2.35
369,Acoua,YT,1633628861,-12.7239,45.0582,78.71,78,13,10.58
370,Tārānagar,IN,1633628862,28.6709,75.0351,87.91,28,35,4.76
371,Bacolod City,PH,1633628811,10.6667,122.95,78.96,88,100,6.2
372,Anlu,CN,1633628862,31.1661,112.5831,57.33,81,63,13.13
373,Kathmandu,NP,1633628595,27.7167,85.3167,70.02,88,75,3.44
374,Kyzyl-Suu,KG,1633628863,42.3414,78.0056,30.4,82,73,9.06
375,Navoiy,UZ,1633628863,40.0844,65.3792,53.08,32,90,4.61
376,Kongolo,CD,1633628863,-5.3833,27.0,79.0,59,82,2.64
377,Beyneu,KZ,1633628864,45.3167,55.2,44.46,45,0,10.07
378,Buea,CM,1633628864,4.1527,9.241,68.79,93,94,1.1
379,Tākestān,IR,1633628864,36.0696,49.6959,55.53,79,30,13.35
380,Bathsheba,BB,1633628865,13.2167,-59.5167,86.61,79,75,21.85
381,Anadyr,RU,1633628865,64.75,177.4833,32.5,100,75,1.99
382,San Policarpo,PH,1633628865,12.1791,125.5072,76.96,93,100,8.23
383,Lata,PT,1633628866,40.1629,-8.3327,71.35,55,0,3.51
384,Hasaki,JP,1633628866,35.7333,140.8333,72.0,80,96,16.28
385,Honiara,SB,1633628866,-9.4333,159.95,77.63,87,43,4.56
386,Dryden,CA,1633628867,49.7833,-92.7503,68.29,73,1,12.66
387,Mgandu,TZ,1633628867,-5.95,34.1333,73.13,29,46,5.53
388,Haines Junction,CA,1633628867,60.7522,-137.5108,35.55,75,100,3.44
389,Palma del Río,ES,1633628868,37.7002,-5.2812,87.39,32,5,2.75
390,Kalanguy,RU,1633628868,51.0167,116.5167,32.41,55,36,3.11
391,Rikitea,PF,1633628868,-23.1203,-134.9692,73.2,78,63,9.4
392,Dingzhou,CN,1633628869,38.5131,114.9956,50.11,87,21,1.9
393,Mehamn,NO,1633628869,71.0357,27.8492,39.38,65,75,16.11
394,Betong,TH,1633628869,5.7743,101.0723,70.68,99,100,1.1
395,Bilma,NE,1633628870,18.6853,12.9164,87.48,15,0,4.21
396,Parintins,BR,1633628870,-2.6283,-56.7358,92.57,44,95,2.04
397,Cape Town,ZA,1633628751,-33.9258,18.4232,65.08,65,0,17.27
398,Sann,PK,1633628870,26.0418,68.1378,85.91,42,41,8.14
399,Pandan,PH,1633628871,14.0453,124.1694,79.68,87,100,5.19
400,Porto Santo,PT,1633628871,33.072,-16.3415,76.3,68,40,11.5
401,Asău,RO,1633628871,46.4333,26.4,48.4,68,100,4.5
402,Zhezkazgan,KZ,1633628872,47.8043,67.7144,36.59,52,0,10.33
403,Kamen'-na-Obi,RU,1633628872,53.7884,81.3423,40.37,84,100,12.06
404,Flinders,AU,1633628872,-34.5833,150.8552,61.21,81,73,3.47
405,Donskoye,RU,1633628873,45.4552,41.9741,48.87,55,86,20.02
406,Sawākin,SD,1633628873,19.1059,37.3321,86.65,55,4,6.67
407,Alice Town,BS,1633628873,25.7167,-79.3,83.48,73,51,10.31
408,Oppdal,NO,1633628874,62.5943,9.6912,45.46,75,100,6.22
409,Omboué,GA,1633628874,-1.5746,9.2618,76.62,81,97,7.58
410,Kormilovka,RU,1633628874,55.0026,74.1028,44.35,81,96,8.63
411,Fort Smith,US,1633628845,35.3859,-94.3986,82.45,55,2,3.69
412,Manicoré,BR,1633628875,-5.8092,-61.3003,90.57,50,97,2.04
413,Caraballeda,VE,1633628875,10.6112,-66.8522,93.36,56,20,6.91
414,Carbonia,IT,1633628875,39.1672,8.5222,68.02,62,38,13.15
415,Kabinda,CD,1633628875,-6.1333,24.4833,74.07,63,89,3.09
416,Rome,US,1633628876,43.2128,-75.4557,76.39,75,90,0.0
417,Smolenka,RU,1633628876,52.1352,113.4974,21.27,93,60,2.24
418,Wanning,CN,1633628876,18.8003,110.3967,77.92,94,100,16.53
419,Sarāhan,IN,1633628877,31.5167,77.8,56.39,71,0,2.53
420,Deputatsky,RU,1633628877,69.3,139.9,17.91,78,99,7.0
421,Walvis Bay,NA,1633628877,-22.9575,14.5053,59.95,67,0,13.8
422,Vitim,RU,1633628878,59.4511,112.5578,34.05,98,100,9.91
423,Micheweni,TZ,1633628878,-4.9667,39.8333,77.97,80,1,13.04
424,Kamen'-Rybolov,RU,1633628878,44.7481,132.0403,46.4,78,2,5.23
425,Sai Buri,TH,1633628879,6.7013,101.6168,77.54,85,100,8.7
426,Trujillo,PE,1633628709,-8.116,-79.03,64.36,77,75,13.8
427,Mabaruma,GY,1633628879,8.2,-59.7833,80.94,88,72,5.55
428,Puebloviejo,CO,1633628879,10.9938,-74.2844,86.2,71,100,6.71
429,Belvedere Marittimo,IT,1633628880,39.6179,15.8617,60.12,78,89,6.62
430,Kindu,CD,1633628880,-2.95,25.95,73.67,78,55,2.64
431,Tangwani,PK,1633628881,28.2787,68.9972,82.33,25,0,6.64
432,Chiredzi,ZW,1633628881,-21.05,31.6667,74.03,57,48,10.56
433,Lianzhou,CN,1633628882,24.7811,112.3825,66.87,86,30,5.41
434,Erzin,TR,1633628882,36.9559,36.2,76.01,29,0,4.83
435,Tiverton,GB,1633628883,50.9,-3.4833,64.4,83,40,1.99
436,Moussoro,TD,1633628883,13.6408,16.4901,93.63,12,18,8.23
437,Udimskiy,RU,1633628884,61.1417,45.9144,41.94,82,18,10.76
438,Nushki,PK,1633628884,29.5542,66.0215,71.58,10,0,0.49
439,Kadaya,RU,1633628884,50.9327,119.2911,32.59,60,8,2.73
440,Tual,ID,1633628884,-5.6667,132.75,81.28,79,62,10.4
441,Baisha,CN,1633628885,26.5222,110.9311,64.38,86,100,3.76
442,Chivacoa,VE,1633628885,10.1603,-68.895,88.03,53,48,4.72
443,Corner Brook,CA,1633628885,48.9667,-57.9484,57.36,56,61,12.03
444,Lebu,CL,1633628886,-37.6167,-73.65,56.71,58,0,10.33
445,Marabá,BR,1633628886,-5.3686,-49.1178,93.38,55,40,4.61
446,Barrow,US,1633628779,71.2906,-156.7887,33.82,86,90,5.75
447,Meulaboh,ID,1633628887,4.1363,96.1285,76.08,89,100,3.91
448,Talnakh,RU,1633628887,69.4865,88.3972,35.58,100,100,10.09
449,Rødbyhavn,DK,1633628887,54.6544,11.352,53.11,74,100,6.96
450,Port Lincoln,AU,1633628888,-34.7333,135.8667,48.78,80,99,7.7
451,Ca Mau,VN,1633628831,9.1769,105.15,76.51,95,100,9.17
452,Bulgan,MN,1633628888,48.8125,103.5347,36.48,91,99,2.68
453,Galle,LK,1633628888,6.0367,80.217,80.4,83,58,9.44
454,Zhangye,CN,1633628889,38.9342,100.4517,55.15,48,91,2.59
455,Sawtell,AU,1633628889,-30.3833,153.1,64.42,81,75,20.71
456,Marawi,PH,1633628890,7.9986,124.2928,68.65,94,100,1.45
457,Bagdarin,RU,1633628890,54.4333,113.6,26.94,65,72,2.75
458,Tocopilla,CL,1633628719,-22.092,-70.1979,67.66,60,35,6.44
459,São Félix do Xingu,BR,1633628890,-6.6447,-51.995,98.4,28,37,3.8
460,Gudāri,IN,1633628891,19.35,83.7833,76.41,93,11,0.27
461,Bonoua,CI,1633628891,5.2741,-3.595,80.22,84,98,4.85
462,Santa Cruz de la Sierra,BO,1633628891,-17.8,-63.1667,84.25,37,75,13.8
463,Nago,JP,1633628884,26.5881,127.9761,81.45,70,87,13.8
464,Kavaratti,IN,1633628892,10.5669,72.642,81.91,79,84,7.63
465,Jos,NG,1633628892,9.9167,8.9,71.71,61,80,4.09
466,Ortigueira,BR,1633628892,-24.2083,-50.9494,73.45,74,100,4.16
467,Ilebo,CD,1633628893,-4.3167,20.5833,78.4,60,79,1.81
468,Mglin,RU,1633628893,53.0591,32.8475,39.15,62,73,6.58
469,Jintūr,IN,1633628893,19.6167,76.7,76.82,83,21,4.63
470,Tessalit,ML,1633628894,20.1986,1.0114,93.33,10,2,9.82
471,Coyhaique,CL,1633628790,-45.5752,-72.0662,59.61,44,20,8.05
472,San Quintín,MX,1633628894,30.4833,-115.95,70.43,67,100,9.6
473,Ribeira Grande,PT,1633628894,38.5167,-28.7,73.8,64,20,9.22
474,Nadym,RU,1633628895,65.5333,72.5167,43.88,83,100,20.31
475,Kenai,US,1633628895,60.5544,-151.2583,43.03,92,40,0.0
476,Shizilu,CN,1633628895,35.1711,118.8289,56.16,93,100,7.96
477,Pentecoste,BR,1633628896,-3.7928,-39.2703,80.67,30,61,12.26
478,Araranguá,BR,1633628896,-28.9347,-49.4858,67.24,54,68,8.5
479,Cananea,MX,1633628896,30.95,-110.3,78.84,33,97,11.1
480,Huron,US,1633628897,41.1501,-82.5499,78.26,82,100,12.64
481,Conceição do Araguaia,BR,1633628897,-8.2578,-49.2647,101.61,22,47,4.0
482,Lālmohan,BD,1633628897,22.3384,90.7419,81.68,83,11,5.97
483,Tutóia,BR,1633628898,-2.7619,-42.2744,89.58,69,71,14.32
484,Panubigan,PH,1633628898,7.4281,123.3466,79.36,82,94,3.94
485,Suamico,US,1633628898,44.6319,-88.0393,67.15,83,90,1.99
486,São Raimundo das Mangabeiras,BR,1633628899,-7.0219,-45.4811,101.55,16,9,5.86
487,Namatanai,PG,1633628899,-3.6667,152.4333,78.21,83,62,4.34
488,Indramayu,ID,1633628900,-6.3264,108.32,80.62,69,86,5.93
489,Cooma,AU,1633628900,-36.2333,149.1333,40.77,100,90,0.0
490,Mookane,BW,1633628900,-23.688,26.6595,74.39,52,91,17.6
491,Nantucket,US,1633628813,41.2835,-70.0995,71.74,68,1,6.91
492,Batticaloa,LK,1633628901,7.7102,81.6924,81.12,77,87,3.67
493,Kruisfontein,ZA,1633628901,-34.0033,24.7314,66.88,75,100,3.58
494,Texarkana,US,1633628901,33.4251,-94.0477,87.84,44,1,5.99
495,Tabora,TZ,1633628901,-5.0167,32.8,82.47,18,68,6.89
496,Chimoré,BO,1633628902,-16.9833,-65.1333,88.14,53,67,2.01
497,Tuatapere,NZ,1633628902,-46.1333,167.6833,48.81,94,99,3.36
498,Dorado,PR,1633628903,18.4588,-66.2677,90.46,76,75,12.66
499,Buritizeiro,BR,1633628903,-17.3511,-44.9622,101.62,19,88,2.55
500,Brae,GB,1633628903,60.3964,-1.353,55.31,96,100,12.19
501,Mayna,RU,1633628904,54.1135,47.6231,39.24,68,1,3.0
502,Rudnichnyy,RU,1633628904,59.617,52.4703,37.69,87,26,7.25
503,Banda Aceh,ID,1633628904,5.5577,95.3222,79.74,78,76,13.0
504,Tevaitoa,PF,1633628905,-16.7833,-151.5,78.06,75,21,9.15
505,Tigzirt,DZ,1633628905,36.8886,4.1198,68.2,62,28,7.99
506,Bullhead City,US,1633628618,35.1478,-114.5683,85.01,37,40,0.0
507,Sozimskiy,RU,1633628906,59.7418,52.2482,38.59,86,33,7.49
508,Inhambane,MZ,1633628906,-23.865,35.3833,71.58,68,40,5.99
509,Mar del Plata,AR,1633628883,-38.0023,-57.5575,53.62,67,0,7.0
510,Bilibino,RU,1633628906,68.0546,166.4372,-2.0,98,87,4.07
511,Beidao,CN,1633628907,34.5686,105.8933,51.85,92,2,4.07
512,Mukhen,RU,1633628907,48.1,136.1,43.11,80,99,5.12
513,Lusambo,CD,1633628907,-4.9667,23.45,76.06,71,98,1.3
514,Caruray,PH,1633628908,10.3094,119.0128,79.47,84,93,3.51
515,Zhumadian,CN,1633628908,32.9794,114.0294,54.88,89,100,9.08
516,Rockland,US,1633628908,41.1668,-74.0496,76.46,75,10,3.15
517,Eilat,IL,1633628909,29.5581,34.9482,85.84,42,0,16.11
518,Turbat,PK,1633628909,26.0023,63.044,87.15,47,0,6.85
519,Kushmurun,KZ,1633628909,52.4503,64.6311,42.13,64,31,6.58
520,Zacualpan,MX,1633628909,21.25,-105.1667,87.71,68,5,5.59
521,Thompson,CA,1633628910,55.7435,-97.8558,62.76,67,75,11.5
522,Porto-Novo,BJ,1633628910,6.4965,2.6036,84.02,78,93,5.5
523,Rādhanpur,IN,1633628910,23.8333,71.6,88.86,51,17,4.88
524,Kemijärvi,FI,1633628911,66.7131,27.4306,38.25,94,100,8.59
525,Nuevo Progreso,MX,1633628911,23.1667,-97.95,86.59,42,7,4.0
526,Batemans Bay,AU,1633628911,-35.7167,150.1833,57.09,74,100,1.1
527,Hibbing,US,1633628912,47.4272,-92.9377,69.26,77,90,5.75
528,Nikki,BJ,1633628912,9.9401,3.2108,80.19,73,100,5.61
529,Klaksvík,FO,1633628912,62.2266,-6.589,52.72,91,96,26.11
530,Fallon,US,1633628913,39.4735,-118.7774,66.92,38,75,4.61
531,Baykit,RU,1633628913,61.67,96.37,34.81,98,100,3.67
532,Hilo,US,1633628914,19.7297,-155.09,75.27,79,75,4.61
533,Çumra,TR,1633628914,37.5732,32.7745,55.54,36,0,4.36
534,Barstow,US,1633628914,34.8986,-117.0228,72.3,47,100,5.1
535,Owando,CG,1633628915,-0.4819,15.8999,79.84,70,86,3.06
536,Port Augusta,AU,1633628851,-32.5,137.7667,42.94,59,8,5.68
537,Dibulla,CO,1633628915,11.2725,-73.3091,91.33,59,48,9.98
538,Barra de Tecoanapa,MX,1633628915,16.5167,-98.75,86.05,68,35,6.69
539,São João da Barra,BR,1633628916,-21.6403,-41.0511,86.09,77,74,22.37
540,Taksimo,RU,1633628916,56.3444,114.8794,29.61,70,100,2.46
541,Lesosibirsk,RU,1633628916,58.2358,92.4828,35.47,98,100,7.74
542,Greenville,US,1633628642,35.6127,-77.3663,77.99,78,75,10.36
543,Kieta,PG,1633628917,-6.2167,155.6333,78.55,81,64,4.7
544,Skovorodino,RU,1633628917,53.9833,123.9167,27.75,95,14,1.79
545,Besançon,FR,1633628917,47.2488,6.0182,55.85,9,39,7.99
546,Atambua,ID,1633628918,-9.1061,124.8925,73.6,82,86,3.38
547,NEDJO,ET,1633628918,9.5046,35.5019,59.23,93,99,0.27
548,Mengcheng,CN,1633628918,33.2579,116.5655,59.94,93,100,11.05
549,Kaitangata,NZ,1633628919,-46.2817,169.8464,46.35,93,46,3.56
550,General Pico,AR,1633628919,-35.6566,-63.7568,68.9,31,0,10.38
551,Sovetskiy,RU,1633628919,61.3614,63.5842,43.56,72,46,9.75
552,Kloulklubed,PW,1633628920,7.0419,134.2556,82.9,77,100,22.84
553,Mvangué,CM,1633628920,2.9667,11.5167,69.1,99,97,2.46
554,Shizunai-furukawachō,JP,1633628920,42.3339,142.3669,52.99,91,100,5.91
555,Saquarema,BR,1633628921,-22.92,-42.5103,77.02,83,83,16.71
556,Sinegor'ye,RU,1633628921,62.0788,150.477,10.9,90,98,3.83
557,Tsimmerbude,RU,1633628921,54.675,20.1347,46.45,64,44,9.78
558,Jacareacanga,BR,1633628921,-6.2222,-57.7528,89.4,53,82,3.02
559,Balaguer,ES,1633628922,41.7912,0.8109,69.35,60,13,1.23
560,Zambezi,ZM,1633628922,-13.5432,23.1047,77.49,20,34,3.4
561,Trelew,AR,1633628923,-43.249,-65.3051,57.79,47,69,18.99
562,Wakkanai,JP,1633628923,45.4094,141.6739,55.58,63,99,8.12
563,Gamboma,CG,1633628923,-1.8764,15.8644,81.61,61,74,3.02
564,Sitka,US,1633628924,57.0531,-135.33,48.09,66,75,20.71
565,San Patricio,US,1633628924,28.017,-97.5169,88.02,37,0,5.73
566,Lapeer,US,1633628924,43.0514,-83.3188,69.24,94,90,4.61
567,Vestmannaeyjar,IS,1633628924,63.4427,-20.2734,49.19,81,90,37.98
568,Santa Isabel Rio Negro,BR,1633628925,-0.4139,-65.0192,86.5,64,71,2.75
569,Granada,ES,1633628925,37.1882,-3.6067,79.16,41,0,9.22
570,Hofn,IS,1633628926,64.2539,-15.2082,43.92,87,100,18.28
571,Santa Maria,BR,1633628926,-29.6842,-53.8069,63.7,55,0,11.5
572,Soe,ID,1633628926,-9.8607,124.284,64.85,81,60,3.74
573,Longyearbyen,SJ,1633628927,78.2186,15.6401,28.24,59,75,5.75
574,Killybegs,IE,1633628927,54.6333,-8.45,62.46,93,100,8.93
575,Amga,RU,1633628927,60.8953,131.9608,27.61,84,41,6.35
576,Soure,BR,1633628928,-0.7167,-48.5233,86.76,64,54,11.54
577,Vila,PT,1633628928,42.0304,-8.1588,67.75,65,13,1.81
578,Orono,US,1633628928,44.8831,-68.672,74.7,55,20,3.44
579,Lubango,AO,1633628929,-14.9172,13.4925,66.4,35,68,5.64
580,Tlacotepec (San Mateo),MX,1633628929,20.0667,-97.8667,71.87,53,32,6.51
581,Meadow Lake,US,1633628929,34.8014,-106.5436,77.4,47,100,7.9
582,Torbay,CA,1633628930,47.6666,-52.7314,58.75,49,40,14.97
583,Tabuk,PH,1633628930,17.4189,121.4443,74.66,92,100,2.13
584,Gravdal,NO,1633628930,68.1214,13.5031,40.89,65,40,5.75
585,Kayerkan,RU,1633628931,69.3497,87.7602,35.44,98,100,13.47
586,Nesterov,RU,1633628931,54.6306,22.5714,44.4,58,83,7.87
587,Mosal'sk,RU,1633628931,54.4881,34.9817,38.62,67,45,4.59
588,Celestún,MX,1633628932,20.8667,-90.4,85.75,65,100,8.52
589,Hailar,CN,1633628932,49.2,119.7,38.08,63,15,5.75
590,Lamu,KE,1633628932,-2.2717,40.902,77.22,78,0,14.32
591,Raymondville,US,1633628933,26.4815,-97.7831,89.38,37,5,6.49
592,Scarborough,GB,1633628933,54.2797,-0.4044,64.9,85,36,1.99
593,Hong Kong,HK,1633628926,22.2855,114.1577,79.32,93,100,1.99
594,Mankera,PK,1633628934,31.3866,71.4407,88.74,22,0,9.1
595,Sabang,ID,1633628934,5.8933,95.3214,82.36,76,87,20.71
596,Yerbogachën,RU,1633628934,61.2767,108.0108,33.26,98,100,8.9
597,Oranjemund,NA,1633628935,-28.55,16.4333,57.65,91,25,6.22
598,Tura,IN,1633628935,25.5198,90.2201,74.62,90,20,2.17
599,Ambon City,ID,1633628935,-3.6954,128.1814,75.34,94,40,8.05
600,Babstovo,RU,1633628936,48.1167,132.4833,40.96,71,50,5.03
601,Kaduqli,SD,1633628936,11.0167,29.7167,80.47,34,58,3.56
602,Matagami,CA,1633628936,49.7502,-77.6328,68.11,60,40,10.36
603,Elmadağ,TR,1633628937,39.9208,33.2308,55.53,45,3,3.27
604,Turukhansk,RU,1633628937,65.8167,87.9833,39.51,98,100,12.06
605,Caceres,ES,1633628937,39.522,-6.3748,73.47,34,0,3.98
606,Gouré,NE,1633628938,13.9835,10.2704,91.02,12,29,7.72
607,Kenmare,IE,1633628684,51.8833,-9.5833,62.83,99,100,6.73
608,Bowen,AU,1633628938,-20.0167,148.2333,66.42,80,21,8.66
609,Damietta,EG,1633628938,31.4165,31.8133,78.69,56,0,11.65
610,Otradnoye,RU,1633628936,59.7775,30.8181,52.03,55,48,10.04
611,Mīzan Teferī,ET,1633628939,6.9833,35.5833,61.5,95,97,2.51
612,Sørland,NO,1633628939,67.667,12.6934,42.66,63,100,16.8
613,Luyang,CN,1633628939,27.6239,110.0989,60.35,84,47,3.29
614,Dessie,ET,1633628940,11.1333,39.6333,59.59,66,95,3.04
615,Charters Towers,AU,1633628940,-20.1,146.2667,66.2,94,17,7.99
616,Kwekwe,ZW,1633628940,-18.9281,29.8149,77.45,37,87,11.01
617,Marsh Harbour,BS,1633628941,26.5412,-77.0636,84.52,64,16,13.15
618,Trairi,BR,1633628921,-3.2778,-39.2689,85.78,59,53,14.99
619,San Juan,AR,1633628941,-31.5375,-68.5364,79.74,19,0,4.25
620,Arona,ES,1633628700,28.0996,-16.681,71.82,67,20,4.0
621,Dingle,PH,1633628941,10.9995,122.6711,76.84,86,100,2.53
622,George Town,MY,1633628710,5.4112,100.3354,82.33,87,40,1.01
623,Ancud,CL,1633628804,-41.8697,-73.8203,58.53,67,5,5.35
624,Show Low,US,1633628942,34.2542,-110.0298,71.71,37,1,17.27
625,Lugo,ES,1633628942,43.0,-7.5,61.23,75,40,3.89
626,Upernavik,GL,1633628943,72.7868,-56.1549,26.64,47,10,4.61
627,Lázaro Cárdenas,MX,1633628943,17.9583,-102.2,86.23,69,29,5.44
628,Galesong,ID,1633628943,-5.3166,119.3661,75.22,71,83,6.02
629,Garmsār,IR,1633628944,35.2182,52.3409,67.24,43,16,8.41
630,Ilhabela,BR,1633628798,-23.7781,-45.3581,68.18,88,98,8.84
631,Tanout,NE,1633628944,14.9709,8.8879,91.98,11,5,9.01
632,Fairbanks,US,1633628945,64.8378,-147.7164,35.6,95,90,4.61
633,Kampong Thom,KH,1633628945,12.7111,104.8887,74.66,93,100,5.41
634,Linares,CL,1633628946,-35.85,-71.6,73.69,33,0,6.58
635,Auriflama,BR,1633628946,-20.6856,-50.5547,78.04,62,99,14.65
636,Mpika,ZM,1633628946,-11.8343,31.4529,73.17,24,12,9.64
637,Granja,BR,1633628706,-3.1203,-40.8261,95.49,37,70,11.32
638,Barranca,PE,1633628947,-10.75,-77.7667,66.51,75,85,12.57
639,Saiha,IN,1633628947,22.4833,92.9667,69.85,99,91,2.39
640,Cayenne,GF,1633628947,4.9333,-52.3333,91.44,72,75,8.99
641,Biu,NG,1633628948,10.6129,12.1946,78.76,48,95,1.39
642,Saskylakh,RU,1633628948,71.9167,114.0833,9.12,94,90,8.05
643,Tumpat,MY,1633628948,6.1978,102.171,78.78,83,100,1.14
644,Beruwala,LK,1633628949,6.4788,79.9828,79.97,85,48,8.3
645,Kipini,KE,1633628949,-2.5257,40.5262,77.29,79,1,16.13
646,Ouro Sogui,SN,1633628949,15.6064,-13.3211,100.4,41,0,6.91
647,Pingxiang,CN,1633628796,27.6167,113.85,65.21,84,63,2.44
648,Mareeba,AU,1633628950,-17.0,145.4333,66.92,96,77,4.36
649,Danville,US,1633628853,36.586,-79.395,74.89,79,90,8.05
650,Lüderitz,NA,1633628950,-26.6481,15.1594,58.48,82,1,4.88
651,La Orilla,MX,1633628950,17.9833,-102.2333,86.13,69,28,5.64
652,Cabedelo,BR,1633628951,-6.9811,-34.8339,86.67,70,98,13.71
653,Salaga,GH,1633628951,8.5508,-0.5188,81.95,70,100,5.12
654,Bhisho,ZA,1633628952,-32.8472,27.4422,61.43,88,83,9.15
655,Warwick,US,1633628709,41.7001,-71.4162,76.28,62,40,5.75
656,Kisesa,TZ,1633628952,-3.0833,34.15,80.4,19,35,6.44
657,Khasan,RU,1633628952,42.4308,130.6434,47.95,83,0,6.15
658,Ankazobe,MG,1633628953,-18.3167,47.1167,61.21,80,70,11.25
659,Suntar,RU,1633628953,62.1444,117.6319,34.03,94,100,8.25
660,Yokadouma,CM,1633628954,3.5167,15.05,71.82,97,94,0.6
661,Progreso,MX,1633628954,21.2833,-89.6667,87.12,68,100,9.98
662,Aurangabad,IN,1633628663,19.8833,75.3333,77.02,80,71,5.86
663,Salekhard,RU,1633628954,66.53,66.6019,45.27,84,100,17.09
664,Dauriya,RU,1633628955,49.9333,116.8667,38.19,46,75,3.06
665,Cape Coast,GH,1633628955,5.1053,-1.2466,79.38,84,78,7.61
666,Inírida,CO,1633628955,3.8653,-67.9239,82.62,85,97,3.83
667,Adrar,MR,1633628956,20.5022,-10.0711,99.46,6,68,9.28
668,Paamiut,GL,1633628956,61.994,-49.6678,36.48,63,3,11.45
669,Kiama,AU,1633628956,-34.6833,150.8667,56.68,80,85,1.01
670,Krasnosel'kup,RU,1633628957,65.7,82.4667,41.88,95,100,13.35
671,Dali,CN,1633628957,25.7,100.1833,59.92,91,44,3.13
672,Alaşehir,TR,1633628958,38.3508,28.5172,63.05,34,6,3.02
673,Saqqez,IR,1633628958,36.2499,46.2735,49.41,69,0,2.37
674,Kamenz,DE,1633628958,51.268,14.0937,58.46,79,28,4.54
675,Kirakira,SB,1633628959,-10.4544,161.9205,78.73,86,88,9.19
676,Mullingar,IE,1633628821,53.5333,-7.35,60.93,90,100,11.77
677,Betioky,MG,1633628959,-23.7167,44.3833,65.57,52,0,15.03
678,Naberera,TZ,1633628959,-4.2,36.9333,68.32,64,9,16.22
679,Necochea,AR,1633628960,-38.5473,-58.7368,62.04,49,3,1.45
680,Watertown,US,1633628667,42.3709,-71.1828,76.73,58,40,3.0
681,Madison,US,1633628961,34.7334,-86.5667,79.48,80,75,1.01
682,Kumo,NG,1633628961,10.0447,11.2122,79.29,54,37,5.57
683,Vershino-Darasunskiy,RU,1633628962,52.35,115.5167,27.21,62,23,3.49
684,Harindānga,IN,1633628964,22.0383,88.3214,84.18,85,61,6.2
685,Cañazas,PA,1633628964,8.3167,-81.2167,85.03,71,92,1.52
686,Loukhi,RU,1633628964,66.0764,33.0381,49.68,84,99,16.91
687,Biscarrosse,FR,1633628964,44.3945,-1.1672,64.74,55,0,4.61
688,Praia,CV,1633628965,14.9215,-23.5087,88.34,58,40,12.66
689,Badarwās,IN,1633628966,24.9667,77.5667,78.17,65,75,2.86
690,Nīmbāhera,IN,1633628966,24.6167,74.6833,78.31,65,26,3.94
691,Gao,ML,1633628966,16.6362,1.637,94.08,10,5,10.63
692,Oktyabr'skiy,RU,1633628967,54.4815,53.471,40.39,74,22,1.07
693,Samur,RU,1633628967,41.8253,48.486,51.46,82,100,4.59
694,Alyangula,AU,1633628968,-13.8483,136.4192,73.27,94,97,0.0
695,Yevpatoriya,UA,1633628968,45.1972,33.3558,53.83,73,75,19.86
696,Cururupu,BR,1633628954,-1.8283,-44.8683,88.25,54,89,7.23
697,Ténenkou,ML,1633628969,14.4572,-4.9169,98.19,18,87,8.68
698,Kapaa,US,1633628969,22.0752,-159.319,75.52,79,75,1.01
699,Payyanur,IN,1633628969,12.1,75.2,78.12,90,89,3.47
700,Dawei,MM,1633628970,14.0833,98.2,76.78,94,100,1.97
701,Cradock,ZA,1633628970,-32.1642,25.6192,76.96,29,95,10.69
702,Middelkerke,BE,1633628970,51.1558,2.8418,60.1,80,0,1.14
703,Collie,AU,1633628971,-33.3667,116.15,49.98,91,90,5.19
704,Santa Marta,CO,1633628971,11.2408,-74.199,85.51,76,92,9.26
705,Margate,GB,1633628971,51.3813,1.3862,63.03,85,100,1.99
706,Alugan,PH,1633628972,12.2188,125.4808,76.77,94,100,7.58
707,Karratha,AU,1633628972,-20.7377,116.8463,73.29,71,0,6.29
708,Marrakesh,MA,1633628964,31.6315,-8.0083,89.67,23,0,10.36
709,Rozhyshche,UA,1633628972,50.9154,25.2691,46.13,54,0,11.21
710,Terenos,BR,1633628973,-20.4422,-54.8603,76.71,78,75,13.8
711,Negombo,LK,1633628973,7.2083,79.8358,80.2,84,82,12.57
712,Chui,UY,1633628973,-33.6971,-53.4616,57.36,50,6,8.88
713,Betsiamites,CA,1633628974,48.9413,-68.646,64.8,70,20,11.3
714,Castro,BR,1633628974,-24.7911,-50.0119,68.11,88,100,1.72
715,Selma,US,1633628974,36.5708,-119.6121,72.18,63,1,5.75
